machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health
L49734,L,299.3,309.1,1531,37.9,127,Medium
L49735,L,299.3,309.2,1511,37.2,129,Medium
M17416,M,299.3,309.1,1449,47.9,131,Medium
M17417,M,299.4,309.1,1440,50.0,134,Medium
M17418,M,299.2,309.0,1881,23.9,137,Medium
L49739,L,299.3,309.0,1447,50.4,140,Medium
M17420,M,299.4,309.1,1326,62.0,142,Medium
L49741,L,299.4,309.2,1607,31.7,145,Medium
L49742,L,299.3,309.1,1551,39.1,147,Medium
L49743,L,299.3,309.1,1496,37.2,149,Medium
L49744,L,299.3,309.1,1493,38.0,151,Medium
L49745,L,299.4,309.1,1304,50.5,153,Medium
M17426,M,299.3,309.0,1420,41.6,155,Medium
L49747,L,299.4,309.1,1766,24.6,158,Medium
L49748,L,299.6,309.2,1450,43.1,160,Medium
H31983,H,299.5,309.2,1872,22.6,162,Medium
L49750,L,299.6,309.2,1713,26.5,167,Medium
M17431,M,299.5,309.2,1497,40.9,169,Medium
M17432,M,299.4,309.1,1352,44.7,172,Medium
L49753,L,299.5,309.2,1499,41.5,175,Medium
L49754,L,299.5,309.3,1972,19.3,177,Medium
L49755,L,299.5,309.3,1422,49.2,179,Medium
L49756,L,299.5,309.3,1523,41.5,181,Critical
L49757,L,299.5,309.4,1563,41.5,183,Critical
L49758,L,299.4,309.3,1391,46.6,185,Critical
L49759,L,299.3,309.1,1795,24.7,187,Critical
L49760,L,299.3,309.1,1293,53.7,189,Critical
L49761,L,299.2,309.1,1345,60.7,191,Critical
L49762,L,299.2,309.0,1615,33.7,193,Critical
L49763,L,299.2,308.9,1342,50.8,195,Critical
L49764,L,299.1,308.8,1502,46.7,197,Critical
M17445,M,299.0,308.7,1620,35.4,199,Critical
L49766,L,299.0,308.7,1537,42.8,202,Critical
L49767,L,299.0,308.7,2248,16.8,204,Critical
L49768,L,299.0,308.7,1706,28.6,206,Critical
L49769,L,299.0,308.7,2250,16.6,208,Critical
L49770,L,299.0,308.7,1396,48.6,0,Healthy
L49771,L,298.9,308.6,1522,46.4,2,Healthy
L49772,L,298.9,308.6,1539,45.4,4,Healthy
H32007,H,298.9,308.5,1415,54.0,6,Healthy
L49774,L,298.8,308.5,1446,37.0,11,Healthy
M17455,M,298.8,308.6,1486,41.1,13,Healthy
L49776,L,299.0,308.7,1426,38.6,16,Healthy
L49777,L,299.0,308.7,1449,38.9,18,Healthy
L49778,L,299.1,308.8,1320,67.5,20,Critical
M17459,M,299.2,308.9,1447,39.6,22,Healthy
L49780,L,299.3,309.0,1422,47.3,25,Healthy
L49781,L,299.3,309.1,1399,52.1,27,Healthy
L49782,L,299.4,309.2,1427,41.5,29,Healthy
M17463,M,299.3,309.2,1334,46.3,31,Healthy
M17464,M,299.3,309.1,1385,45.6,34,Healthy
L49785,L,299.4,309.2,1552,37.4,37,Healthy
H32020,H,299.4,309.3,1534,37.5,39,Healthy
L49787,L,299.4,309.3,1448,48.6,44,Healthy
L49788,L,299.5,309.3,1409,44.7,46,Healthy
L49789,L,299.4,309.2,1621,34.5,48,Healthy
H32024,H,299.4,309.1,1547,40.9,50,Healthy
L49791,L,299.4,309.1,1957,22.1,55,Healthy
L49792,L,299.4,309.1,2421,14.2,57,Healthy
M17473,M,299.3,309.1,1571,38.3,59,Healthy
L49794,L,299.3,309.1,1634,36.8,62,Healthy
L49795,L,299.3,309.0,1516,38.7,64,Healthy
L49796,L,299.4,309.1,1207,66.5,66,Healthy
L49797,L,299.4,309.1,1670,35.9,68,Healthy
M17478,M,299.4,309.1,1461,48.6,70,Healthy
L49799,L,299.4,309.2,1569,40.8,73,Healthy
L49800,L,299.4,309.2,1556,35.7,75,Healthy
M17481,M,299.5,309.3,1506,41.5,77,Healthy
M17482,M,299.6,309.4,1642,30.3,80,Medium
M17483,M,299.6,309.4,1283,62.1,83,Medium
H32038,H,299.7,309.5,1375,46.8,86,Medium
L49805,L,299.7,309.4,1399,39.9,91,Medium
L49806,L,299.7,309.4,1650,29.8,93,Medium
M17487,M,299.8,309.6,1346,53.2,95,Medium
H32042,H,299.9,309.6,1410,51.2,98,Medium
L49809,L,300.0,309.7,1586,37.8,103,Medium
L49810,L,300.0,309.8,1372,39.6,105,Medium
H32045,H,300.0,309.7,1529,42.4,107,Medium
M17492,M,300.0,309.7,1652,28.6,112,Medium
L49813,L,300.1,309.8,1532,39.8,115,Medium
L49814,L,300.0,309.7,1554,32.0,117,Medium
H32049,H,299.9,309.6,1462,51.0,119,Medium
L49816,L,299.9,309.6,1254,61.3,124,Medium
L49817,L,299.9,309.6,1294,49.7,126,Medium
L49818,L,299.8,309.5,1739,27.5,128,Medium
M17499,M,299.8,309.4,1412,47.8,130,Medium
M17500,M,299.9,309.5,1372,56.2,133,Medium
H32055,H,299.8,309.5,1420,46.7,136,Medium
L49822,L,299.8,309.5,1542,40.3,141,Medium
M17503,M,299.8,309.4,1401,48.1,143,Medium
L49824,L,299.8,309.4,1510,42.5,146,Medium
H32059,H,299.9,309.5,1547,38.5,148,Medium
M17506,M,299.8,309.5,1453,43.2,153,Medium
L49827,L,299.8,309.4,1408,45.6,156,Medium
L49828,L,299.8,309.4,1436,51.6,158,Medium
M17509,M,299.9,309.5,1582,38.2,160,Medium
L49830,L,299.9,309.6,1280,59.3,163,Medium
L49831,L,299.9,309.5,2008,20.4,165,Medium
L49832,L,299.9,309.5,1772,23.5,167,Medium
L49833,L,299.9,309.5,1779,26.1,169,Medium
L49834,L,299.9,309.5,1567,35.5,171,Medium
M17515,M,299.8,309.4,1751,27.0,173,Medium
L49836,L,299.9,309.5,1349,51.3,176,Medium
M17517,M,300.0,309.5,1425,40.8,178,Medium
L49838,L,300.0,309.4,1395,44.5,181,Critical
H32073,H,299.8,309.3,1595,32.1,183,Critical
L49840,L,299.8,309.3,1291,56.4,188,Critical
M17521,M,299.9,309.4,1509,42.8,190,Critical
M17522,M,299.9,309.4,1483,38.1,193,Critical
L49843,L,299.9,309.3,1620,31.1,196,Critical
M17524,M,299.9,309.4,1487,42.2,198,Critical
L49845,L,299.8,309.4,2256,15.9,201,Critical
H32080,H,299.7,309.2,1691,27.7,203,Critical
M17527,M,299.8,309.3,1663,35.2,208,Critical
M17528,M,299.8,309.3,1640,31.1,211,Critical
H32083,H,299.7,309.3,1494,37.8,214,Critical
L49850,L,299.8,309.4,1467,46.2,219,Critical
M17531,M,299.7,309.3,1399,41.9,221,Critical
L49852,L,299.7,309.3,1445,42.6,0,Healthy
L49853,L,299.8,309.4,1480,40.9,2,Healthy
L49854,L,299.7,309.3,1546,37.2,4,Healthy
L49855,L,299.7,309.3,1574,35.8,6,Healthy
L49856,L,299.7,309.3,1592,34.2,8,Healthy
L49857,L,299.8,309.5,1495,39.6,10,Healthy
L49858,L,299.8,309.6,1447,43.1,12,Healthy
L49859,L,299.8,309.5,1476,44.4,14,Healthy
L49860,L,299.8,309.5,1641,27.1,16,Healthy
L49861,L,299.8,309.5,1545,32.2,18,Healthy
M17542,M,299.9,309.6,1364,44.4,20,Healthy
L49863,L,299.8,309.5,1590,28.5,23,Healthy
L49864,L,299.8,309.4,1460,37.4,25,Healthy
L49865,L,299.8,309.4,1609,32.5,27,Healthy
L49866,L,299.8,309.4,1633,27.5,29,Healthy
L49867,L,299.9,309.4,1348,52.8,31,Healthy
L49868,L,299.9,309.4,1322,53.9,33,Healthy
L49869,L,300.0,309.5,1641,30.1,35,Healthy
L49870,L,300.0,309.5,1728,26.0,37,Healthy
L49871,L,300.0,309.6,1431,47.7,39,Healthy
L49872,L,300.1,309.7,1641,30.4,41,Healthy
M17553,M,300.1,309.6,1622,36.1,43,Healthy
M17554,M,300.1,309.6,1625,38.0,46,Healthy
L49875,L,300.0,309.5,1869,22.7,49,Healthy
L49876,L,300.0,309.6,1452,46.0,51,Healthy
L49877,L,300.0,309.6,1618,28.7,53,Healthy
L49878,L,300.0,309.4,2010,20.0,55,Healthy
L49879,L,299.9,309.4,1363,60.9,57,Healthy
L49880,L,299.9,309.3,1473,40.4,59,Healthy
L49881,L,299.9,309.2,1333,50.8,61,Healthy
L49882,L,299.8,309.2,1760,25.9,63,Healthy
M17563,M,299.8,309.2,1372,58.2,65,Healthy
M17564,M,299.7,309.2,1608,34.4,68,Healthy
L49885,L,299.7,309.2,1326,64.8,71,Healthy
M17566,M,299.6,309.1,1560,37.1,73,Healthy
M17567,M,299.6,309.0,1539,36.1,76,Healthy
L49888,L,299.6,309.1,2266,15.3,79,Healthy
L49889,L,299.6,309.1,1641,35.8,81,Medium
L49890,L,299.6,309.1,1574,39.2,83,Medium
L49891,L,299.6,309.1,1407,50.6,85,Medium
H32126,H,299.7,309.2,1302,55.5,87,Medium
M17573,M,299.6,309.2,1651,30.8,92,Medium
M17574,M,299.6,309.1,1366,55.2,95,Medium
M17575,M,299.5,309.0,1701,28.6,98,Medium
L49896,L,299.5,309.0,1498,44.6,101,Medium
M17577,M,299.5,309.1,1422,45.3,103,Medium
L49898,L,299.5,309.1,1357,47.3,106,Medium
L49899,L,299.5,309.2,1690,29.2,108,Medium
L49900,L,299.6,309.2,1559,39.1,110,Medium
M17581,M,299.6,309.3,1553,32.4,112,Medium
L49902,L,299.6,309.3,1558,34.8,115,Medium
L49903,L,299.7,309.4,1362,51.9,117,Medium
M17584,M,299.8,309.3,1470,42.7,119,Medium
L49905,L,299.8,309.4,1555,34.8,122,Medium
M17586,M,299.8,309.4,1423,42.9,124,Medium
L49907,L,299.7,309.3,1434,38.5,127,Medium
L49908,L,299.7,309.3,1779,25.5,129,Medium
L49909,L,299.7,309.3,1417,54.6,131,Medium
L49910,L,299.6,309.2,1425,45.9,133,Medium
M17591,M,299.7,309.2,1597,32.9,135,Medium
L49912,L,299.7,309.2,1346,57.4,138,Medium
L49913,L,299.7,309.2,1422,40.4,140,Medium
H32148,H,299.7,309.2,1572,32.8,142,Medium
L49915,L,299.7,309.2,1412,45.4,147,Medium
M17596,M,299.7,309.1,1576,36.4,149,Medium
M17597,M,299.7,309.1,1508,41.2,152,Medium
M17598,M,299.8,309.1,1496,44.4,155,Medium
L49919,L,299.8,309.2,1572,35.4,158,Medium
L49920,L,299.6,309.0,1525,42.8,160,Medium
L49921,L,299.6,309.0,1378,51.9,162,Medium
L49922,L,299.6,309.1,1369,51.4,164,Medium
L49923,L,299.6,309.1,1476,45.3,166,Medium
L49924,L,299.7,309.2,1620,30.0,168,Medium
M17605,M,299.7,309.1,1603,38.5,170,Medium
L49926,L,299.7,309.2,1411,46.1,173,Medium
L49927,L,299.7,309.2,1616,31.6,175,Medium
L49928,L,299.7,309.2,1631,35.1,177,Medium
M17609,M,299.7,309.2,1685,28.9,179,Critical
H32164,H,299.7,309.2,1456,40.6,182,Critical
L49931,L,299.7,309.1,1417,50.1,187,Critical
M17612,M,299.7,309.1,1851,24.7,189,Critical
L49933,L,299.7,309.1,1715,27.8,192,Critical
H32168,H,299.6,309.1,1630,32.3,194,Critical
L49935,L,299.7,309.2,1478,38.8,199,Critical
L49936,L,299.7,309.2,1781,29.6,201,Critical
L49937,L,299.8,309.2,1439,36.1,203,Critical
M17618,M,299.7,309.2,1412,45.3,205,Critical
L49939,L,299.7,309.1,1483,41.1,208,Critical
L49940,L,299.8,309.2,1400,42.6,210,Critical
L49941,L,299.8,309.3,1299,65.1,212,Critical
L49942,L,299.8,309.2,1479,44.4,214,Critical
L49943,L,299.8,309.2,1491,47.5,216,Critical
M17624,M,299.9,309.3,1389,52.8,0,Healthy
M17625,M,299.9,309.4,1399,54.8,3,Healthy
M17626,M,299.9,309.4,1889,26.0,6,Healthy
L49947,L,300.0,309.5,1925,21.9,9,Healthy
L49948,L,300.0,309.5,1675,30.2,11,Healthy
M17629,M,300.0,309.6,1477,38.1,13,Healthy
L49950,L,300.0,309.6,1364,45.9,16,Healthy
L49951,L,299.9,309.5,1451,39.4,18,Healthy
L49952,L,299.9,309.4,1467,41.2,20,Healthy
L49953,L,299.9,309.4,1858,22.5,22,Healthy
L49954,L,300.1,309.4,1559,39.7,24,Healthy
L49955,L,300.1,309.4,1560,47.7,26,Healthy
L49956,L,300.1,309.4,1453,47.6,28,Healthy
L49957,L,300.1,309.4,1464,41.7,30,Healthy
L49958,L,300.0,309.4,1308,50.2,32,Healthy
L49959,L,300.1,309.5,1353,50.9,34,Healthy
M17640,M,300.2,309.6,1556,35.8,36,Healthy
L49961,L,300.2,309.5,2183,17.8,39,Healthy
M17642,M,300.2,309.6,1491,41.8,41,Healthy
M17643,M,300.2,309.6,1528,35.1,44,Healthy
L49964,L,300.2,309.6,1430,52.7,47,Healthy
L49965,L,300.2,309.5,1495,32.6,49,Healthy
M17646,M,300.2,309.5,1630,28.3,51,Healthy
M17647,M,300.3,309.6,1524,38.4,54,Healthy
L49968,L,300.3,309.6,1326,52.4,57,Healthy
H32203,H,300.3,309.5,1438,44.0,59,Healthy
L49970,L,300.4,309.6,1356,45.9,64,Healthy
H32205,H,300.4,309.6,1416,43.3,66,Healthy
L49972,L,300.4,309.7,1584,32.6,71,Healthy
L49973,L,300.3,309.6,1597,31.8,73,Healthy
L49974,L,300.4,309.6,1553,43.9,75,Healthy
M17655,M,300.3,309.5,1405,49.4,77,Healthy
L49976,L,300.2,309.5,1539,35.3,80,Medium
M17657,M,300.3,309.6,1398,53.7,82,Medium
L49978,L,300.3,309.6,1568,39.6,85,Medium
L49979,L,300.3,309.6,1404,44.6,87,Medium
M17660,M,300.2,309.5,1500,45.7,89,Medium
M17661,M,300.2,309.5,1642,28.8,92,Medium
M17662,M,300.3,309.6,1509,46.6,95,Medium
L49983,L,300.2,309.5,1343,50.2,98,Medium
L49984,L,300.1,309.5,1450,40.1,100,Medium
L49985,L,300.0,309.4,1460,43.5,102,Medium
L49986,L,300.0,309.3,1364,41.2,104,Medium
M17667,M,299.9,309.3,1452,41.9,106,Medium
L49988,L,299.9,309.3,1471,41.8,109,Medium
L49989,L,299.9,309.2,1598,34.6,111,Medium
L49990,L,299.8,309.1,1772,24.8,113,Medium
L49991,L,299.9,309.2,1761,25.6,115,Medium
M17672,M,300.0,309.3,1413,40.7,117,Medium
L49993,L,300.0,309.3,1887,22.6,120,Medium
L49994,L,300.0,309.3,1395,56.5,122,Medium
M17675,M,300.1,309.4,1569,31.6,124,Medium
L49996,L,300.1,309.4,1434,47.3,127,Medium
L49997,L,300.2,309.5,1417,41.1,129,Medium
L49998,L,300.2,309.5,1729,28.4,131,Medium
L49999,L,300.2,309.5,1356,51.1,133,Medium
L50000,L,300.2,309.5,1436,48.8,135,Medium
M17681,M,300.3,309.6,1419,42.5,137,Medium
L50002,L,300.3,309.6,1593,38.1,140,Medium
M17683,M,300.3,309.5,1320,62.2,142,Medium
M17684,M,300.3,309.5,1448,42.4,145,Medium
L50005,L,300.3,309.4,1470,33.5,148,Medium
M17686,M,300.3,309.4,1612,33.1,150,Medium
L50007,L,300.4,309.4,1412,51.6,153,Medium
M17688,M,300.4,309.4,1875,23.9,155,Medium
L50009,L,300.3,309.3,1612,36.0,158,Medium
M17690,M,300.4,309.3,1411,41.6,160,Medium
M17691,M,300.3,309.2,1490,47.9,163,Medium
M17692,M,300.4,309.3,1467,40.3,166,Medium
L50013,L,300.3,309.2,1807,26.4,169,Medium
L50014,L,300.3,309.1,1368,46.0,171,Medium
L50015,L,300.3,309.2,1572,32.0,173,Medium
M17696,M,300.3,309.1,1458,44.3,175,Medium
L50017,L,300.3,309.1,1699,30.3,178,Medium
L50018,L,300.3,309.3,1478,39.5,180,Critical
M17699,M,300.4,309.4,1362,42.1,182,Critical
H32254,H,300.4,309.4,1487,38.9,185,Critical
L50021,L,300.3,309.4,1705,29.4,190,Critical
L50022,L,300.3,309.3,1345,53.5,192,Critical
L50023,L,300.3,309.2,1532,40.2,194,Critical
L50024,L,300.3,309.2,1650,35.2,196,Critical
L50025,L,300.3,309.2,1398,54.4,198,Critical
L50026,L,300.3,309.2,1412,44.8,200,Critical
L50027,L,300.4,309.3,1525,39.6,202,Critical
M17708,M,300.3,309.3,1391,57.9,204,Critical
L50029,L,300.4,309.3,1766,28.2,207,Critical
L50030,L,300.4,309.3,1671,35.0,209,Critical
L50031,L,300.5,309.3,1373,48.8,211,Critical
M17712,M,300.5,309.4,1347,50.1,213,Critical
M17713,M,300.5,309.3,1539,39.1,216,Critical
L50034,L,300.5,309.3,1470,40.8,219,Critical
L50035,L,300.5,309.3,1528,37.0,221,Critical
H32270,H,300.5,309.3,1471,45.2,223,Critical
M17717,M,300.4,309.2,1528,37.2,228,Critical
L50038,L,300.5,309.3,1417,51.5,231,Critical
L50039,L,300.6,309.4,1549,43.4,233,Critical
H32274,H,300.6,309.4,1463,49.2,235,Critical
L50041,L,300.7,309.5,1479,43.6,240,Critical
L50042,L,300.6,309.5,1867,23.0,242,Critical
L50043,L,300.6,309.4,1471,44.1,244,Critical
H32278,H,300.6,309.4,1380,47.6,246,Critical
H32279,H,300.7,309.7,1623,32.7,0,Healthy
L50046,L,300.8,309.7,1997,20.7,5,Healthy
H32281,H,300.7,309.6,1390,48.5,7,Healthy
L50048,L,300.8,309.7,1418,46.6,12,Healthy
L50049,L,300.8,309.7,1519,35.8,14,Healthy
M17730,M,300.8,309.7,1519,39.7,16,Healthy
M17731,M,300.7,309.6,1536,37.2,19,Healthy
L50052,L,300.8,309.6,1680,28.7,22,Healthy
H32287,H,300.6,309.4,1555,37.9,24,Healthy
L50054,L,300.6,309.5,1471,49.6,29,Healthy
M17735,M,300.5,309.4,1877,23.8,31,Healthy
M17736,M,300.5,309.3,1578,30.5,34,Healthy
M17737,M,300.5,309.4,1655,32.1,37,Healthy
H32292,H,300.5,309.4,1502,34.3,40,Healthy
M17739,M,300.6,309.4,1367,63.2,45,Critical
L50060,L,300.7,309.5,1541,37.2,48,Healthy
M17741,M,300.6,309.6,1588,37.0,50,Healthy
L50062,L,300.6,309.6,1684,32.8,53,Healthy
L50063,L,300.6,309.5,1437,40.0,55,Healthy
L50064,L,300.6,309.6,1409,42.4,57,Healthy
M17745,M,300.5,309.5,1320,49.9,59,Healthy
H32300,H,300.5,309.5,1635,34.2,62,Healthy
M17747,M,300.5,309.5,1691,27.6,67,Healthy
M17748,M,300.6,309.6,1365,50.0,70,Healthy
M17749,M,300.7,309.7,1523,38.2,73,Healthy
L50070,L,300.6,309.7,1593,32.4,76,Healthy
L50071,L,300.6,309.6,1682,30.7,78,Healthy
L50072,L,300.7,309.6,1329,54.3,80,Medium
M17753,M,300.7,309.6,1568,35.2,82,Medium
L50074,L,300.7,309.6,1733,24.8,85,Medium
M17755,M,300.7,309.6,1473,48.1,87,Medium
M17756,M,300.7,309.5,1633,31.3,90,Medium
M17757,M,300.6,309.5,1530,40.2,93,Medium
M17758,M,300.6,309.5,1550,40.2,96,Medium
L50079,L,300.6,309.4,1410,40.6,99,Medium
L50080,L,300.5,309.3,1574,33.5,101,Medium
L50081,L,300.6,309.4,1425,40.3,103,Medium
M17762,M,300.6,309.4,1541,35.2,105,Medium
M17763,M,300.7,309.5,1733,26.7,108,Medium
L50084,L,300.6,309.4,2496,13.5,111,Medium
L50085,L,300.6,309.4,1552,36.4,113,Medium
L50086,L,300.6,309.3,1409,38.7,115,Medium
M17767,M,300.6,309.4,1581,35.7,117,Medium
L50088,L,300.7,309.5,1251,59.9,120,Medium
L50089,L,300.7,309.6,1500,44.1,122,Medium
L50090,L,300.6,309.5,1576,38.8,124,Medium
M17771,M,300.7,309.5,1352,44.0,126,Medium
L50092,L,300.7,309.6,1661,30.3,129,Medium
L50093,L,300.7,309.6,1541,34.6,131,Medium
H32328,H,300.6,309.6,1888,20.5,133,Medium
L50095,L,300.5,309.5,1255,62.1,138,Medium
L50096,L,300.6,309.6,1411,41.6,140,Medium
L50097,L,300.6,309.5,1516,39.0,142,Medium
M17778,M,300.6,309.5,1492,34.0,144,Medium
L50099,L,300.6,309.6,1726,30.0,147,Medium
L50100,L,300.7,309.7,1598,33.7,149,Medium
L50101,L,300.8,309.8,1657,31.1,151,Medium
L50102,L,300.8,309.7,1481,38.1,153,Medium
M17783,M,300.7,309.7,1397,51.3,155,Medium
L50104,L,300.8,309.7,1461,44.3,158,Medium
M17785,M,300.7,309.6,1388,51.1,160,Medium
L50106,L,300.7,309.7,1507,52.4,163,Medium
M17787,M,300.7,309.6,1421,49.8,165,Medium
M17788,M,300.8,309.7,1258,54.9,168,Medium
M17789,M,300.8,309.7,1482,39.0,171,Medium
H32344,H,300.7,309.6,1403,51.3,174,Medium
L50111,L,300.8,309.7,1373,45.4,179,Medium
L50112,L,300.9,309.7,1460,42.1,181,Critical
M17793,M,300.8,309.7,1751,27.9,183,Critical
M17794,M,300.8,309.6,1546,42.3,186,Critical
M17795,M,300.8,309.7,1680,28.2,189,Critical
M17796,M,300.9,309.7,1394,48.8,192,Critical
L50117,L,300.7,309.6,1810,26.0,195,Critical
L50118,L,300.7,309.5,1479,34.5,197,Critical
L50119,L,300.9,309.7,1431,41.4,199,Critical
L50120,L,300.9,309.7,2355,14.4,201,Critical
M17801,M,300.7,309.6,1996,19.8,203,Critical
L50122,L,300.7,309.5,1461,49.9,0,Healthy
H32357,H,300.7,309.5,2007,19.7,2,Healthy
L50124,L,300.7,309.6,1505,34.9,7,Healthy
H32359,H,300.7,309.6,1925,20.5,9,Healthy
M17806,M,300.7,309.5,1622,30.5,14,Healthy
L50127,L,300.7,309.5,1592,29.0,17,Healthy
L50128,L,300.7,309.5,1850,24.5,19,Healthy
M17809,M,300.7,309.5,1470,48.7,21,Healthy
M17810,M,300.7,309.5,1445,46.4,24,Healthy
L50131,L,300.7,309.5,1685,31.1,27,Healthy
H32366,H,300.7,309.5,1667,30.5,29,Healthy
L50133,L,300.7,309.5,1578,35.4,34,Healthy
H32368,H,300.6,309.4,1691,28.0,36,Healthy
M17815,M,300.7,309.5,1439,43.8,41,Healthy
M17816,M,300.8,309.6,1404,38.7,44,Healthy
L50137,L,300.8,309.6,1498,45.8,47,Healthy
M17818,M,300.8,309.5,1481,44.5,49,Healthy
M17819,M,300.7,309.4,1589,35.0,52,Healthy
L50140,L,300.7,309.5,1467,44.3,55,Healthy
L50141,L,300.6,309.4,1654,32.8,57,Healthy
L50142,L,300.7,309.5,1508,39.9,59,Healthy
M17823,M,300.7,309.6,1439,43.0,61,Healthy
L50144,L,300.7,309.5,1692,30.3,64,Healthy
M17825,M,300.7,309.5,1838,24.9,66,Healthy
L50146,L,300.6,309.3,1601,40.2,69,Healthy
L50147,L,300.6,309.4,1369,51.6,71,Healthy
M17828,M,300.6,309.4,1312,45.2,73,Healthy
L50149,L,300.6,309.4,1468,44.1,76,Healthy
M17830,M,300.6,309.4,1452,39.4,78,Healthy
M17831,M,300.7,309.5,1393,43.9,81,Medium
M17832,M,300.6,309.4,1432,44.2,84,Medium
M17833,M,300.6,309.3,1510,46.0,87,Medium
M17834,M,300.6,309.4,1521,37.2,90,Medium
H32389,H,300.5,309.4,1360,46.2,93,Medium
M17836,M,300.5,309.3,1881,25.5,98,Medium
L50157,L,300.4,309.3,1413,50.3,101,Medium
H32392,H,300.5,309.4,1642,36.2,103,Medium
L50159,L,300.5,309.5,1542,38.5,108,Medium
L50160,L,300.4,309.5,1447,39.3,110,Medium
H32395,H,300.4,309.4,1530,40.4,112,Medium
L50162,L,300.5,309.5,1795,27.7,117,Medium
L50163,L,300.6,309.6,1290,57.4,119,Medium
L50164,L,300.6,309.7,1639,30.4,121,Medium
L50165,L,300.7,309.8,1596,31.5,123,Medium
L50166,L,300.6,309.8,1455,48.0,125,Medium
M17847,M,300.6,309.8,1659,28.9,127,Medium
M17848,M,300.6,309.8,1532,42.5,130,Medium
L50169,L,300.6,309.8,1502,42.4,133,Medium
L50170,L,300.6,309.8,1688,28.6,135,Medium
M17851,M,300.5,309.7,1341,50.9,137,Medium
M17852,M,300.5,309.7,1685,29.4,140,Medium
M17853,M,300.5,309.8,1370,55.9,143,Medium
L50174,L,300.5,309.8,1461,52.5,146,Medium
L50175,L,300.5,309.8,1550,37.4,148,Medium
M17856,M,300.5,309.8,1508,37.8,150,Medium
L50177,L,300.5,309.8,1345,62.7,153,Medium
L50178,L,300.5,309.7,1616,34.5,155,Medium
L50179,L,300.5,309.7,1395,61.0,157,Medium
H32414,H,300.5,309.8,1324,72.8,159,Critical
L50181,L,300.5,309.8,1445,43.9,164,Medium
M17862,M,300.5,309.8,1555,38.9,166,Medium
M17863,M,300.6,309.9,1449,42.4,169,Medium
M17864,M,300.5,309.9,1466,53.2,172,Medium
L50185,L,300.5,309.9,1503,37.4,175,Medium
L50186,L,300.4,309.7,1488,35.7,177,Medium
L50187,L,300.4,309.7,1314,50.2,179,Medium
M17868,M,300.4,309.7,1547,38.0,181,Critical
M17869,M,300.4,309.7,1466,39.8,184,Critical
L50190,L,300.3,309.6,1537,37.1,187,Critical
M17871,M,300.2,309.5,1434,51.5,189,Critical
L50192,L,300.4,309.6,1432,44.7,192,Critical
L50193,L,300.5,309.6,1390,48.4,194,Critical
L50194,L,300.5,309.7,1580,42.8,196,Critical
L50195,L,300.5,309.7,1589,30.5,198,Critical
L50196,L,300.5,309.8,1441,48.8,200,Critical
L50197,L,300.5,309.8,1305,51.7,202,Critical
M17878,M,300.5,309.8,1566,35.9,204,Critical
L50199,L,300.5,309.8,1379,54.2,207,Critical
L50200,L,300.4,309.6,1543,38.1,209,Critical
L50201,L,300.5,309.8,1421,49.6,211,Critical
L50202,L,300.5,309.6,1760,30.6,213,Critical
L50203,L,300.4,309.5,1711,29.2,215,Critical
L50204,L,300.5,309.6,1465,41.6,217,Critical
L50205,L,300.5,309.6,1366,50.2,219,Critical
M17886,M,300.4,309.5,1888,21.9,221,Critical
L50207,L,300.5,309.5,1777,23.6,0,Healthy
L50208,L,300.5,309.5,1379,55.6,2,Healthy
L50209,L,300.4,309.5,1525,51.3,4,Healthy
M17890,M,300.4,309.6,1563,34.0,6,Healthy
M17891,M,300.5,309.7,1389,43.3,9,Healthy
M17892,M,300.6,309.8,1447,42.9,12,Healthy
M17893,M,300.6,309.7,1934,22.8,15,Healthy
H32448,H,300.6,309.7,1470,43.8,18,Healthy
M17895,M,300.6,309.7,1428,42.6,23,Healthy
L50216,L,300.4,309.6,1319,48.1,26,Healthy
L50217,L,300.5,309.7,1887,24.3,28,Healthy
L50218,L,300.4,309.5,1349,50.4,30,Healthy
M17899,M,300.3,309.5,1665,31.4,32,Healthy
L50220,L,300.3,309.5,1474,38.7,35,Healthy
L50221,L,300.4,309.5,1543,38.9,37,Healthy
M17902,M,300.2,309.4,1459,43.9,39,Healthy
L50223,L,300.3,309.5,1551,37.9,42,Healthy
L50224,L,300.2,309.4,1981,21.4,44,Healthy
L50225,L,300.2,309.4,1526,35.3,46,Healthy
M17906,M,300.2,309.4,1501,40.0,48,Healthy
L50227,L,300.2,309.4,1558,38.3,51,Healthy
L50228,L,300.2,309.3,1532,43.2,53,Healthy
L50229,L,300.1,309.2,1326,55.9,55,Healthy
L50230,L,300.2,309.2,1431,51.3,57,Healthy
L50231,L,300.2,309.3,1366,49.3,59,Healthy
L50232,L,300.1,309.2,1421,42.5,61,Healthy
H32467,H,300.2,309.3,1506,35.6,63,Healthy
H32468,H,300.2,309.3,1342,48.7,68,Healthy
L50235,L,300.1,309.2,1427,37.6,73,Healthy
L50236,L,300.2,309.2,1667,29.9,75,Healthy
L50237,L,300.1,309.1,1400,46.7,77,Healthy
L50238,L,300.0,309.0,1709,32.1,79,Healthy
M17919,M,300.0,309.0,1368,45.8,81,Medium
L50240,L,300.0,309.1,1882,23.8,84,Medium
L50241,L,300.1,309.1,1353,58.7,86,Medium
L50242,L,299.9,309.0,1553,40.0,88,Medium
L50243,L,300.0,309.1,1431,45.4,90,Medium
