machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend,annual_maintenance,retrofit_cost,replacement_cost,expected_life_years,energy_cost_per_year,resale_value,production_loss_per_day
M17564,M,299.7,309.2,1608,34.4,68,Healthy,2,86,146,Preventive,5,900,No,6276,2.5,7.5,53.6,Stable,4500,15000,45000,7,2800,9000,1500
L49885,L,299.7,309.2,1326,64.8,71,Healthy,3,85,145,Preventive,5,750,No,5847,2.3,7.7,44.2,Stable,2500,8000,25000,5,1500,5000,800
M17566,M,299.6,309.1,1560,37.1,73,Healthy,3,84,144,Preventive,6,1050,No,6405,2.6,7.4,52.0,Stable,4500,15000,45000,7,2800,9000,1500
M17567,M,299.6,309.0,1539,36.1,76,Healthy,3,82,142,Preventive,6,1050,No,6498,2.6,7.4,51.3,Stable,4500,15000,45000,7,2800,9000,1500
L49888,L,299.6,309.1,2266,15.3,79,Healthy,3,81,141,Preventive,6,750,No,8087,3.2,6.8,75.5,Stable,2500,8000,25000,5,1500,5000,800
L49889,L,299.6,309.1,1641,35.8,81,Medium,3,80,140,Preventive,6,750,No,6927,2.8,7.2,54.7,Declining,2500,8000,25000,5,1500,5000,800
L49890,L,299.6,309.1,1574,39.2,83,Medium,3,79,139,Preventive,6,750,No,6883,2.8,7.2,52.5,Declining,2500,8000,25000,5,1500,5000,800
L49891,L,299.6,309.1,1407,50.6,85,Medium,3,78,138,Preventive,7,750,No,6639,2.7,7.3,46.9,Declining,2500,8000,25000,5,1500,5000,800
H32126,H,299.7,309.2,1302,55.5,87,Medium,3,77,137,Preventive,7,1450,No,6519,2.6,7.4,43.4,Declining,7000,25000,70000,10,4200,15000,2500
M17573,M,299.6,309.2,1651,30.8,92,Medium,3,74,134,Preventive,7,1050,No,7442,3.0,7.0,55.0,Declining,4500,15000,45000,7,2800,9000,1500
M17574,M,299.6,309.1,1366,55.2,95,Medium,3,73,133,Preventive,7,1050,No,7007,2.8,7.2,45.5,Declining,4500,15000,45000,7,2800,9000,1500
M17575,M,299.5,309.0,1701,28.6,98,Medium,3,71,131,Preventive,8,1050,No,7812,3.1,6.9,56.7,Declining,4500,15000,45000,7,2800,9000,1500
L49896,L,299.5,309.0,1498,44.6,101,Medium,3,70,130,Preventive,8,750,No,7541,3.0,7.0,49.9,Declining,2500,8000,25000,5,1500,5000,800
M17577,M,299.5,309.1,1422,45.3,103,Medium,3,69,129,Preventive,8,1050,No,7479,3.0,7.0,47.4,Declining,4500,15000,45000,7,2800,9000,1500
L49898,L,299.5,309.1,1357,47.3,106,Medium,4,67,127,Preventive,8,900,No,7484,3.0,7.0,45.2,Declining,2500,8000,25000,5,1500,5000,800
L49899,L,299.5,309.2,1690,29.2,108,Medium,4,66,126,Preventive,9,900,No,8240,3.3,6.7,56.3,Declining,2500,8000,25000,5,1500,5000,800
L49900,L,299.6,309.2,1559,39.1,110,Medium,4,65,125,Preventive,9,900,No,8068,3.2,6.8,52.0,Declining,2500,8000,25000,5,1500,5000,800
M17581,M,299.6,309.3,1553,32.4,112,Medium,4,64,124,Preventive,9,1200,No,8146,3.3,6.7,51.8,Declining,4500,15000,45000,7,2800,9000,1500
L49902,L,299.6,309.3,1558,34.8,115,Medium,4,63,123,Preventive,9,900,No,8291,3.3,6.7,51.9,Declining,2500,8000,25000,5,1500,5000,800
L49903,L,299.7,309.4,1362,51.9,117,Medium,4,62,122,Preventive,9,900,No,7989,3.2,6.8,45.4,Declining,2500,8000,25000,5,1500,5000,800
M17584,M,299.8,309.3,1470,42.7,119,Medium,4,61,121,Preventive,9,1200,No,8295,3.3,6.7,49.0,Declining,4500,15000,45000,7,2800,9000,1500
L49905,L,299.8,309.4,1555,34.8,122,Medium,4,59,119,Corrective,10,900,No,8600,3.4,6.6,51.8,Declining,2500,8000,25000,5,1500,5000,800
M17586,M,299.8,309.4,1423,42.9,124,Medium,4,58,118,Corrective,10,1200,No,8426,3.4,6.6,47.4,Declining,4500,15000,45000,7,2800,9000,1500
L49907,L,299.7,309.3,1434,38.5,127,Medium,4,57,117,Corrective,10,900,No,8583,3.4,6.6,47.8,Declining,2500,8000,25000,5,1500,5000,800
L49908,L,299.7,309.3,1779,25.5,129,Medium,4,56,116,Corrective,10,900,No,9363,3.7,6.3,59.3,Declining,2500,8000,25000,5,1500,5000,800
L49909,L,299.7,309.3,1417,54.6,131,Medium,4,55,115,Corrective,10,900,No,8729,3.5,6.5,47.2,Declining,2500,8000,25000,5,1500,5000,800
L49910,L,299.6,309.2,1425,45.9,133,Medium,4,54,114,Corrective,11,900,No,8835,3.5,6.5,47.5,Declining,2500,8000,25000,5,1500,5000,800
M17591,M,299.7,309.2,1597,32.9,135,Medium,4,53,113,Corrective,11,1200,No,9269,3.7,6.3,53.2,Declining,4500,15000,45000,7,2800,9000,1500
L49912,L,299.7,309.2,1346,57.4,138,Medium,4,51,111,Corrective,11,900,No,8902,3.6,6.4,44.9,Declining,2500,8000,25000,5,1500,5000,800
L49913,L,299.7,309.2,1422,40.4,140,Medium,5,50,110,Corrective,11,1050,No,9144,3.7,6.3,47.4,Declining,2500,8000,25000,5,1500,5000,800
H32148,H,299.7,309.2,1572,32.8,142,Medium,5,49,109,Corrective,11,1750,No,9534,3.8,6.2,52.4,Declining,7000,25000,70000,10,4200,15000,2500
L49915,L,299.7,309.2,1412,45.4,147,Medium,5,47,107,Corrective,12,1050,No,9439,3.8,6.2,47.1,Declining,2500,8000,25000,5,1500,5000,800
M17596,M,299.7,309.1,1576,36.4,149,Medium,5,46,106,Corrective,12,1350,No,9857,3.9,6.1,52.5,Declining,4500,15000,45000,7,2800,9000,1500
M17597,M,299.7,309.1,1508,41.2,152,Medium,5,44,104,Corrective,12,1350,No,9856,3.9,6.1,50.3,Declining,4500,15000,45000,7,2800,9000,1500
M17598,M,299.8,309.1,1496,44.4,155,Medium,5,43,103,Corrective,12,1350,No,9967,4.0,6.0,49.9,Declining,4500,15000,45000,7,2800,9000,1500
L49919,L,299.8,309.2,1572,35.4,158,Medium,5,41,101,Corrective,13,1050,No,10254,4.1,5.9,52.4,Declining,2500,8000,25000,5,1500,5000,800
L49920,L,299.6,309.0,1525,42.8,160,Medium,5,40,100,Corrective,13,1050,No,10250,4.1,5.9,50.8,Declining,2500,8000,25000,5,1500,5000,800
L49921,L,299.6,309.0,1378,51.9,162,Medium,5,39,99,Corrective,13,1050,No,10046,4.0,6.0,45.9,Declining,2500,8000,25000,5,1500,5000,800
L49922,L,299.6,309.1,1369,51.4,164,Medium,5,38,98,Corrective,13,1050,No,10118,4.0,6.0,45.6,Declining,2500,8000,25000,5,1500,5000,800
L49923,L,299.6,309.1,1476,45.3,166,Medium,5,37,97,Corrective,13,1050,No,10422,4.2,5.8,49.2,Declining,2500,8000,25000,5,1500,5000,800
L49924,L,299.7,309.2,1620,30.0,168,Medium,5,36,96,Corrective,14,1050,No,10800,4.3,5.7,54.0,Declining,2500,8000,25000,5,1500,5000,800
M17605,M,299.7,309.1,1603,38.5,170,Medium,5,35,95,Corrective,14,1350,No,10856,4.3,5.7,53.4,Declining,4500,15000,45000,7,2800,9000,1500
L49926,L,299.7,309.2,1411,46.1,173,Medium,5,34,94,Corrective,14,1050,No,10607,4.2,5.8,47.0,Declining,2500,8000,25000,5,1500,5000,800
L49927,L,299.7,309.2,1616,31.6,175,Medium,6,33,93,Corrective,14,1200,No,11107,4.4,5.6,53.9,Declining,2500,8000,25000,5,1500,5000,800
L49928,L,299.7,309.2,1631,35.1,177,Medium,6,32,92,Corrective,14,1200,No,11227,4.5,5.5,54.4,Declining,2500,8000,25000,5,1500,5000,800
M17609,M,299.7,309.2,1685,28.9,179,Critical,8,31,91,Emergency,38,1800,Yes,11425,4.6,5.4,56.2,Critical,4500,15000,45000,7,2800,9000,1500
H32164,H,299.7,309.2,1456,40.6,182,Critical,6,29,89,Corrective,15,1900,No,11102,4.4,5.6,48.5,Critical,7000,25000,70000,10,4200,15000,2500
L49931,L,299.7,309.1,1417,50.1,187,Critical,6,27,87,Corrective,15,1200,No,11249,4.5,5.5,47.2,Critical,2500,8000,25000,5,1500,5000,800
M17612,M,299.7,309.1,1851,24.7,189,Critical,6,26,86,Corrective,15,1500,No,12207,4.9,5.1,61.7,Critical,4500,15000,45000,7,2800,9000,1500
L49933,L,299.7,309.1,1715,27.8,192,Critical,6,24,84,Corrective,16,1200,No,12070,4.8,5.2,57.2,Critical,2500,8000,25000,5,1500,5000,800
H32168,H,299.6,309.1,1630,32.3,194,Critical,6,23,83,Corrective,16,1900,No,11990,4.8,5.2,54.3,Critical,7000,25000,70000,10,4200,15000,2500
L49935,L,299.7,309.2,1478,38.8,199,Critical,6,21,81,Corrective,16,1200,No,11911,4.8,5.2,49.3,Critical,2500,8000,25000,5,1500,5000,800
L49936,L,299.7,309.2,1781,29.6,201,Critical,6,20,80,Corrective,16,1200,No,12607,5.0,5.0,59.4,Critical,2500,8000,25000,5,1500,5000,800
L49937,L,299.8,309.2,1439,36.1,203,Critical,6,19,79,Corrective,16,1200,No,12013,4.8,5.2,48.0,Critical,2500,8000,25000,5,1500,5000,800
M17618,M,299.7,309.2,1412,45.3,205,Critical,6,18,78,Corrective,17,1500,No,12049,4.8,5.2,47.1,Critical,4500,15000,45000,7,2800,9000,1500
L49939,L,299.7,309.1,1483,41.1,208,Critical,6,16,76,Corrective,17,1200,No,12326,4.9,5.1,49.4,Critical,2500,8000,25000,5,1500,5000,800
L49940,L,299.8,309.2,1400,42.6,210,Critical,7,15,75,Corrective,17,1350,No,12250,4.9,5.1,46.7,Critical,2500,8000,25000,5,1500,5000,800
L49941,L,299.8,309.3,1299,65.1,212,Critical,9,14,74,Emergency,41,1650,Yes,12138,4.9,5.1,43.3,Critical,2500,8000,25000,5,1500,5000,800
L49942,L,299.8,309.2,1479,44.4,214,Critical,7,13,73,Corrective,17,1350,No,12588,5.0,5.0,49.3,Critical,2500,8000,25000,5,1500,5000,800
L49943,L,299.8,309.2,1491,47.5,216,Critical,7,12,72,Corrective,18,1350,No,12702,5.1,4.9,49.7,Critical,2500,8000,25000,5,1500,5000,800
M17624,M,299.9,309.3,1389,52.8,0,Healthy,1,120,180,Preventive,0,750,No,2778,1.1,8.9,46.3,Stable,4500,15000,45000,7,2800,9000,1500
M17625,M,299.9,309.4,1399,54.8,3,Healthy,1,119,179,Preventive,0,750,No,2933,1.2,8.8,46.6,Stable,4500,15000,45000,7,2800,9000,1500
M17626,M,299.9,309.4,1889,26.0,6,Healthy,1,117,177,Preventive,0,750,No,4048,1.6,8.4,63.0,Stable,4500,15000,45000,7,2800,9000,1500
L49947,L,300.0,309.5,1925,21.9,9,Healthy,1,116,176,Preventive,0,450,No,4255,1.7,8.3,64.2,Stable,2500,8000,25000,5,1500,5000,800
L49948,L,300.0,309.5,1675,30.2,11,Healthy,1,115,175,Preventive,0,450,No,3845,1.5,8.5,55.8,Stable,2500,8000,25000,5,1500,5000,800
M17629,M,300.0,309.6,1477,38.1,13,Healthy,1,114,174,Preventive,1,750,No,3539,1.4,8.6,49.2,Stable,4500,15000,45000,7,2800,9000,1500
L49950,L,300.0,309.6,1364,45.9,16,Healthy,1,112,172,Preventive,1,450,No,3448,1.4,8.6,45.5,Stable,2500,8000,25000,5,1500,5000,800
L49951,L,299.9,309.5,1451,39.4,18,Healthy,1,111,171,Preventive,1,450,No,3712,1.5,8.5,48.4,Stable,2500,8000,25000,5,1500,5000,800
L49952,L,299.9,309.4,1467,41.2,20,Healthy,1,110,170,Preventive,1,450,No,3834,1.5,8.5,48.9,Stable,2500,8000,25000,5,1500,5000,800
L49953,L,299.9,309.4,1858,22.5,22,Healthy,1,109,169,Preventive,1,450,No,4706,1.9,8.1,61.9,Stable,2500,8000,25000,5,1500,5000,800
L49954,L,300.1,309.4,1559,39.7,24,Healthy,1,108,168,Preventive,2,450,No,4198,1.7,8.3,52.0,Stable,2500,8000,25000,5,1500,5000,800
L49955,L,300.1,309.4,1560,47.7,26,Healthy,1,107,167,Preventive,2,450,No,4290,1.7,8.3,52.0,Stable,2500,8000,25000,5,1500,5000,800
L49956,L,300.1,309.4,1453,47.6,28,Healthy,1,106,166,Preventive,2,450,No,4166,1.7,8.3,48.4,Stable,2500,8000,25000,5,1500,5000,800
L49957,L,300.1,309.4,1464,41.7,30,Healthy,1,105,165,Preventive,2,450,No,4278,1.7,8.3,48.8,Stable,2500,8000,25000,5,1500,5000,800
L49958,L,300.0,309.4,1308,50.2,32,Healthy,1,104,164,Preventive,2,450,No,4056,1.6,8.4,43.6,Stable,2500,8000,25000,5,1500,5000,800
L49959,L,300.1,309.5,1353,50.9,34,Healthy,1,103,163,Preventive,2,450,No,4236,1.7,8.3,45.1,Stable,2500,8000,25000,5,1500,5000,800
M17640,M,300.2,309.6,1556,35.8,36,Healthy,2,102,162,Preventive,3,900,No,4732,1.9,8.1,51.9,Stable,4500,15000,45000,7,2800,9000,1500
L49961,L,300.2,309.5,2183,17.8,39,Healthy,2,101,161,Preventive,3,600,No,6121,2.4,7.6,72.8,Stable,2500,8000,25000,5,1500,5000,800
M17642,M,300.2,309.6,1491,41.8,41,Healthy,2,100,160,Preventive,3,900,No,4827,1.9,8.1,49.7,Stable,4500,15000,45000,7,2800,9000,1500
M17643,M,300.2,309.6,1528,35.1,44,Healthy,2,98,158,Preventive,3,900,No,5036,2.0,8.0,50.9,Stable,4500,15000,45000,7,2800,9000,1500
L49964,L,300.2,309.6,1430,52.7,47,Healthy,2,97,157,Preventive,3,600,No,4975,2.0,8.0,47.7,Stable,2500,8000,25000,5,1500,5000,800
L49965,L,300.2,309.5,1495,32.6,49,Healthy,2,96,156,Preventive,4,600,No,5195,2.1,7.9,49.8,Stable,2500,8000,25000,5,1500,5000,800
M17646,M,300.2,309.5,1630,28.3,51,Healthy,2,95,155,Preventive,4,900,No,5555,2.2,7.8,54.3,Stable,4500,15000,45000,7,2800,9000,1500
M17647,M,300.3,309.6,1524,38.4,54,Healthy,2,93,153,Preventive,4,900,No,5478,2.2,7.8,50.8,Stable,4500,15000,45000,7,2800,9000,1500
L49968,L,300.3,309.6,1326,52.4,57,Healthy,2,92,152,Preventive,4,600,No,5217,2.1,7.9,44.2,Stable,2500,8000,25000,5,1500,5000,800
H32203,H,300.3,309.5,1438,44.0,59,Healthy,2,91,151,Preventive,4,1300,No,5531,2.2,7.8,47.9,Stable,7000,25000,70000,10,4200,15000,2500
L49970,L,300.4,309.6,1356,45.9,64,Healthy,2,88,148,Preventive,5,600,No,5592,2.2,7.8,45.2,Stable,2500,8000,25000,5,1500,5000,800
H32205,H,300.4,309.6,1416,43.3,66,Healthy,2,87,147,Preventive,5,1300,No,5802,2.3,7.7,47.2,Stable,7000,25000,70000,10,4200,15000,2500
L49972,L,300.4,309.7,1584,32.6,71,Healthy,3,85,145,Preventive,5,750,No,6363,2.5,7.5,52.8,Stable,2500,8000,25000,5,1500,5000,800
L49973,L,300.3,309.6,1597,31.8,73,Healthy,3,84,144,Preventive,6,750,No,6479,2.6,7.4,53.2,Stable,2500,8000,25000,5,1500,5000,800
L49974,L,300.4,309.6,1553,43.9,75,Healthy,3,83,143,Preventive,6,750,No,6481,2.6,7.4,51.8,Stable,2500,8000,25000,5,1500,5000,800
M17655,M,300.3,309.5,1405,49.4,77,Healthy,3,82,142,Preventive,6,1050,No,6275,2.5,7.5,46.8,Stable,4500,15000,45000,7,2800,9000,1500
L49976,L,300.2,309.5,1539,35.3,80,Medium,3,80,140,Preventive,6,750,No,6678,2.7,7.3,51.3,Declining,2500,8000,25000,5,1500,5000,800
M17657,M,300.3,309.6,1398,53.7,82,Medium,3,79,139,Preventive,6,1050,No,6486,2.6,7.4,46.6,Declining,4500,15000,45000,7,2800,9000,1500
L49978,L,300.3,309.6,1568,39.6,85,Medium,3,78,138,Preventive,7,750,No,6961,2.8,7.2,52.3,Declining,2500,8000,25000,5,1500,5000,800
L49979,L,300.3,309.6,1404,44.6,87,Medium,3,77,137,Preventive,7,750,No,6723,2.7,7.3,46.8,Declining,2500,8000,25000,5,1500,5000,800
M17660,M,300.2,309.5,1500,45.7,89,Medium,3,76,136,Preventive,7,1050,No,7005,2.8,7.2,50.0,Declining,4500,15000,45000,7,2800,9000,1500
M17661,M,300.2,309.5,1642,28.8,92,Medium,3,74,134,Preventive,7,1050,No,7424,3.0,7.0,54.7,Declining,4500,15000,45000,7,2800,9000,1500
M17662,M,300.3,309.6,1509,46.6,95,Medium,3,73,133,Preventive,7,1050,No,7293,2.9,7.1,50.3,Declining,4500,15000,45000,7,2800,9000,1500
L49983,L,300.2,309.5,1343,50.2,98,Medium,3,71,131,Preventive,8,750,No,7096,2.8,7.2,44.8,Declining,2500,8000,25000,5,1500,5000,800
L49984,L,300.1,309.5,1450,40.1,100,Medium,3,70,130,Preventive,8,750,No,7400,3.0,7.0,48.3,Declining,2500,8000,25000,5,1500,5000,800
L49985,L,300.0,309.4,1460,43.5,102,Medium,3,69,129,Preventive,8,750,No,7510,3.0,7.0,48.7,Declining,2500,8000,25000,5,1500,5000,800
L49986,L,300.0,309.3,1364,41.2,104,Medium,3,68,128,Preventive,8,750,No,7408,3.0,7.0,45.5,Declining,2500,8000,25000,5,1500,5000,800
M17667,M,299.9,309.3,1452,41.9,106,Medium,4,67,127,Preventive,8,1200,No,7674,3.1,6.9,48.4,Declining,4500,15000,45000,7,2800,9000,1500
L49988,L,299.9,309.3,1471,41.8,109,Medium,4,66,126,Preventive,9,900,No,7847,3.1,6.9,49.0,Declining,2500,8000,25000,5,1500,5000,800
L49989,L,299.9,309.2,1598,34.6,111,Medium,4,65,125,Preventive,9,900,No,8191,3.3,6.7,53.3,Declining,2500,8000,25000,5,1500,5000,800
L49990,L,299.8,309.1,1772,24.8,113,Medium,4,64,124,Preventive,9,900,No,8629,3.5,6.5,59.1,Declining,2500,8000,25000,5,1500,5000,800
L49991,L,299.9,309.2,1761,25.6,115,Medium,4,63,123,Preventive,9,900,No,8697,3.5,6.5,58.7,Declining,2500,8000,25000,5,1500,5000,800
M17672,M,300.0,309.3,1413,40.7,117,Medium,4,62,122,Preventive,9,1200,No,8091,3.2,6.8,47.1,Declining,4500,15000,45000,7,2800,9000,1500
L49993,L,300.0,309.3,1887,22.6,120,Medium,4,60,120,Corrective,10,900,No,9174,3.7,6.3,62.9,Declining,2500,8000,25000,5,1500,5000,800
L49994,L,300.0,309.3,1395,56.5,122,Medium,4,59,119,Corrective,10,900,No,8280,3.3,6.7,46.5,Declining,2500,8000,25000,5,1500,5000,800
M17675,M,300.1,309.4,1569,31.6,124,Medium,4,58,118,Corrective,10,1200,No,8718,3.5,6.5,52.3,Declining,4500,15000,45000,7,2800,9000,1500
L49996,L,300.1,309.4,1434,47.3,127,Medium,4,57,117,Corrective,10,900,No,8583,3.4,6.6,47.8,Declining,2500,8000,25000,5,1500,5000,800
L49997,L,300.2,309.5,1417,41.1,129,Medium,4,56,116,Corrective,10,900,No,8639,3.5,6.5,47.2,Declining,2500,8000,25000,5,1500,5000,800
L49998,L,300.2,309.5,1729,28.4,131,Medium,4,55,115,Corrective,10,900,No,9353,3.7,6.3,57.6,Declining,2500,8000,25000,5,1500,5000,800
L49999,L,300.2,309.5,1356,51.1,133,Medium,4,54,114,Corrective,11,900,No,8697,3.5,6.5,45.2,Declining,2500,8000,25000,5,1500,5000,800
L50000,L,300.2,309.5,1436,48.8,135,Medium,4,53,113,Corrective,11,900,No,8947,3.6,6.4,47.9,Declining,2500,8000,25000,5,1500,5000,800
M17681,M,300.3,309.6,1419,42.5,137,Medium,4,52,112,Corrective,11,1200,No,9003,3.6,6.4,47.3,Declining,4500,15000,45000,7,2800,9000,1500
L50002,L,300.3,309.6,1593,38.1,140,Medium,5,50,110,Corrective,11,1050,No,9486,3.8,6.2,53.1,Declining,2500,8000,25000,5,1500,5000,800
M17683,M,300.3,309.5,1320,62.2,142,Medium,5,49,109,Corrective,11,1350,No,9030,3.6,6.4,44.0,Declining,4500,15000,45000,7,2800,9000,1500
M17684,M,300.3,309.5,1448,42.4,145,Medium,5,48,108,Corrective,12,1350,No,9421,3.8,6.2,48.3,Declining,4500,15000,45000,7,2800,9000,1500
L50005,L,300.3,309.4,1470,33.5,148,Medium,5,46,106,Corrective,12,1050,No,9600,3.8,6.2,49.0,Declining,2500,8000,25000,5,1500,5000,800
M17686,M,300.3,309.4,1612,33.1,150,Medium,5,45,105,Corrective,12,1350,No,9974,4.0,6.0,53.7,Declining,4500,15000,45000,7,2800,9000,1500
L50007,L,300.4,309.4,1412,51.6,153,Medium,5,44,104,Corrective,12,1050,No,9709,3.9,6.1,47.1,Declining,2500,8000,25000,5,1500,5000,800
M17688,M,300.4,309.4,1875,23.9,155,Medium,5,43,103,Corrective,12,1350,No,10725,4.3,5.7,62.5,Declining,4500,15000,45000,7,2800,9000,1500
L50009,L,300.3,309.3,1612,36.0,158,Medium,5,41,101,Corrective,13,1050,No,10334,4.1,5.9,53.7,Declining,2500,8000,25000,5,1500,5000,800
M17690,M,300.4,309.3,1411,41.6,160,Medium,5,40,100,Corrective,13,1350,No,10022,4.0,6.0,47.0,Declining,4500,15000,45000,7,2800,9000,1500
M17691,M,300.3,309.2,1490,47.9,163,Medium,5,39,99,Corrective,13,1350,No,10315,4.1,5.9,49.7,Declining,4500,15000,45000,7,2800,9000,1500
M17692,M,300.4,309.3,1467,40.3,166,Medium,5,37,97,Corrective,13,1350,No,10404,4.2,5.8,48.9,Declining,4500,15000,45000,7,2800,9000,1500
L50013,L,300.3,309.2,1807,26.4,169,Medium,5,36,96,Corrective,14,1050,No,11219,4.5,5.5,60.2,Declining,2500,8000,25000,5,1500,5000,800
L50014,L,300.3,309.1,1368,46.0,171,Medium,5,35,95,Corrective,14,1050,No,10431,4.2,5.8,45.6,Declining,2500,8000,25000,5,1500,5000,800
L50015,L,300.3,309.2,1572,32.0,173,Medium,5,34,94,Corrective,14,1050,No,10929,4.4,5.6,52.4,Declining,2500,8000,25000,5,1500,5000,800
M17696,M,300.3,309.1,1458,44.3,175,Medium,6,33,93,Corrective,14,1500,No,10791,4.3,5.7,48.6,Declining,4500,15000,45000,7,2800,9000,1500
L50017,L,300.3,309.1,1699,30.3,178,Medium,6,31,91,Corrective,14,1200,No,11408,4.6,5.4,56.6,Declining,2500,8000,25000,5,1500,5000,800
L50018,L,300.3,309.3,1478,39.5,180,Critical,6,30,90,Corrective,15,1200,No,11056,4.4,5.6,49.3,Critical,2500,8000,25000,5,1500,5000,800
M17699,M,300.4,309.4,1362,42.1,182,Critical,6,29,89,Corrective,15,1500,No,10914,4.4,5.6,45.4,Critical,4500,15000,45000,7,2800,9000,1500
H32254,H,300.4,309.4,1487,38.9,185,Critical,6,28,88,Corrective,15,1900,No,11299,4.5,5.5,49.6,Critical,7000,25000,70000,10,4200,15000,2500
L50021,L,300.3,309.4,1705,29.4,190,Critical,6,25,85,Corrective,15,1200,No,11960,4.8,5.2,56.8,Critical,2500,8000,25000,5,1500,5000,800
L50022,L,300.3,309.3,1345,53.5,192,Critical,6,24,84,Corrective,16,1200,No,11330,4.5,5.5,44.8,Critical,2500,8000,25000,5,1500,5000,800
L50023,L,300.3,309.2,1532,40.2,194,Critical,6,23,83,Corrective,16,1200,No,11794,4.7,5.3,51.1,Critical,2500,8000,25000,5,1500,5000,800
L50024,L,300.3,309.2,1650,35.2,196,Critical,6,22,82,Corrective,16,1200,No,12120,4.8,5.2,55.0,Critical,2500,8000,25000,5,1500,5000,800
L50025,L,300.3,309.2,1398,54.4,198,Critical,6,21,81,Corrective,16,1200,No,11706,4.7,5.3,46.6,Critical,2500,8000,25000,5,1500,5000,800
L50026,L,300.3,309.2,1412,44.8,200,Critical,6,20,80,Corrective,16,1200,No,11824,4.7,5.3,47.1,Critical,2500,8000,25000,5,1500,5000,800
L50027,L,300.4,309.3,1525,39.6,202,Critical,6,19,79,Corrective,16,1200,No,12140,4.9,5.1,50.8,Critical,2500,8000,25000,5,1500,5000,800
M17708,M,300.3,309.3,1391,57.9,204,Critical,6,18,78,Corrective,17,1500,No,11962,4.8,5.2,46.4,Critical,4500,15000,45000,7,2800,9000,1500
L50029,L,300.4,309.3,1766,28.2,207,Critical,6,17,77,Corrective,17,1200,No,12847,5.1,4.9,58.9,Critical,2500,8000,25000,5,1500,5000,800
L50030,L,300.4,309.3,1671,35.0,209,Critical,6,16,76,Corrective,17,1200,No,12747,5.1,4.9,55.7,Critical,2500,8000,25000,5,1500,5000,800
L50031,L,300.5,309.3,1373,48.8,211,Critical,7,15,75,Corrective,17,1350,No,12241,4.9,5.1,45.8,Critical,2500,8000,25000,5,1500,5000,800
M17712,M,300.5,309.4,1347,50.1,213,Critical,7,14,74,Corrective,17,1650,No,12279,4.9,5.1,44.9,Critical,4500,15000,45000,7,2800,9000,1500
M17713,M,300.5,309.3,1539,39.1,216,Critical,7,12,72,Corrective,18,1650,No,12798,5.1,4.9,51.3,Critical,4500,15000,45000,7,2800,9000,1500
L50034,L,300.5,309.3,1470,40.8,219,Critical,7,11,71,Corrective,18,1350,No,12795,5.1,4.9,49.0,Critical,2500,8000,25000,5,1500,5000,800
L50035,L,300.5,309.3,1528,37.0,221,Critical,7,10,70,Corrective,18,1350,No,13001,5.2,4.8,50.9,Critical,2500,8000,25000,5,1500,5000,800
H32270,H,300.5,309.3,1471,45.2,223,Critical,7,9,69,Corrective,18,2050,No,12977,5.2,4.8,49.0,Critical,7000,25000,70000,10,4200,15000,2500
M17717,M,300.4,309.2,1528,37.2,228,Critical,7,6,66,Corrective,19,1650,No,13316,5.3,4.7,50.9,Critical,4500,15000,45000,7,2800,9000,1500
L50038,L,300.5,309.3,1417,51.5,231,Critical,9,5,65,Emergency,43,1650,Yes,13229,5.3,4.7,47.2,Critical,2500,8000,25000,5,1500,5000,800
L50039,L,300.6,309.4,1549,43.4,233,Critical,7,5,64,Corrective,19,1350,No,13583,5.4,4.6,51.6,Critical,2500,8000,25000,5,1500,5000,800
H32274,H,300.6,309.4,1463,49.2,235,Critical,7,5,63,Corrective,19,2050,No,13501,5.4,4.6,48.8,Critical,7000,25000,70000,10,4200,15000,2500
L50041,L,300.7,309.5,1479,43.6,240,Critical,7,5,60,Corrective,20,1350,No,13758,5.5,4.5,49.3,Critical,2500,8000,25000,5,1500,5000,800
L50042,L,300.6,309.5,1867,23.0,242,Critical,7,5,59,Corrective,20,1350,No,14624,5.8,4.2,62.2,Critical,2500,8000,25000,5,1500,5000,800
L50043,L,300.6,309.4,1471,44.1,244,Critical,7,5,58,Corrective,20,1350,No,13922,5.6,4.4,49.0,Critical,2500,8000,25000,5,1500,5000,800
H32278,H,300.6,309.4,1380,47.6,246,Critical,10,5,57,Emergency,44,2500,Yes,13830,5.5,4.5,46.0,Critical,7000,25000,70000,10,4200,15000,2500
H32279,H,300.7,309.7,1623,32.7,0,Healthy,1,120,180,Preventive,0,1150,No,3246,1.3,8.7,54.1,Stable,7000,25000,70000,10,4200,15000,2500
L50046,L,300.8,309.7,1997,20.7,5,Healthy,1,118,178,Preventive,0,450,No,4219,1.7,8.3,66.6,Stable,2500,8000,25000,5,1500,5000,800
H32281,H,300.7,309.6,1390,48.5,7,Healthy,1,117,177,Preventive,0,1150,No,3095,1.2,8.8,46.3,Stable,7000,25000,70000,10,4200,15000,2500
L50048,L,300.8,309.7,1418,46.6,12,Healthy,1,114,174,Preventive,1,450,No,3376,1.4,8.6,47.3,Stable,2500,8000,25000,5,1500,5000,800
L50049,L,300.8,309.7,1519,35.8,14,Healthy,1,113,173,Preventive,1,450,No,3668,1.5,8.5,50.6,Stable,2500,8000,25000,5,1500,5000,800
