machine_id,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend
M17577,7479,3.0,7.0,47.4,Declining
L49898,7484,3.0,7.0,45.2,Declining
L49899,8240,3.3,6.7,56.3,Declining
L49900,8068,3.2,6.8,52.0,Declining
M17581,8146,3.3,6.7,51.8,Declining
L49902,8291,3.3,6.7,51.9,Declining
L49903,7989,3.2,6.8,45.4,Declining
M17584,8295,3.3,6.7,49.0,Declining
L49905,8600,3.4,6.6,51.8,Declining
M17586,8426,3.4,6.6,47.4,Declining
L49907,8583,3.4,6.6,47.8,Declining
L49908,9363,3.7,6.3,59.3,Declining
L49909,8729,3.5,6.5,47.2,Declining
L49910,8835,3.5,6.5,47.5,Declining
M17591,9269,3.7,6.3,53.2,Declining
L49912,8902,3.6,6.4,44.9,Declining
L49913,9144,3.7,6.3,47.4,Declining
H32148,9534,3.8,6.2,52.4,Declining
L49915,9439,3.8,6.2,47.1,Declining
M17596,9857,3.9,6.1,52.5,Declining
M17597,9856,3.9,6.1,50.3,Declining
M17598,9967,4.0,6.0,49.9,Declining
L49919,10254,4.1,5.9,52.4,Declining
L49920,10250,4.1,5.9,50.8,Declining
L49921,10046,4.0,6.0,45.9,Declining
L49922,10118,4.0,6.0,45.6,Declining
L49923,10422,4.2,5.8,49.2,Declining
L49924,10800,4.3,5.7,54.0,Declining
M17605,10856,4.3,5.7,53.4,Declining
L49926,10607,4.2,5.8,47.0,Declining
L49927,11107,4.4,5.6,53.9,Declining
L49928,11227,4.5,5.5,54.4,Declining
M17609,11425,4.6,5.4,56.2,Critical
H32164,11102,4.4,5.6,48.5,Critical
L49931,11249,4.5,5.5,47.2,Critical
M17612,12207,4.9,5.1,61.7,Critical
L49933,12070,4.8,5.2,57.2,Critical
H32168,11990,4.8,5.2,54.3,Critical
L49935,11911,4.8,5.2,49.3,Critical
L49936,12607,5.0,5.0,59.4,Critical
L49937,12013,4.8,5.2,48.0,Critical
M17618,12049,4.8,5.2,47.1,Critical
L49939,12326,4.9,5.1,49.4,Critical
L49940,12250,4.9,5.1,46.7,Critical
L49941,12138,4.9,5.1,43.3,Critical
L49942,12588,5.0,5.0,49.3,Critical
L49943,12702,5.1,4.9,49.7,Critical
M17624,2778,1.1,8.9,46.3,Stable
M17625,2933,1.2,8.8,46.6,Stable
M17626,4048,1.6,8.4,63.0,Stable
L49947,4255,1.7,8.3,64.2,Stable
L49948,3845,1.5,8.5,55.8,Stable
M17629,3539,1.4,8.6,49.2,Stable
L49950,3448,1.4,8.6,45.5,Stable
L49951,3712,1.5,8.5,48.4,Stable
L49952,3834,1.5,8.5,48.9,Stable
L49953,4706,1.9,8.1,61.9,Stable
L49954,4198,1.7,8.3,52.0,Stable
L49955,4290,1.7,8.3,52.0,Stable
L49956,4166,1.7,8.3,48.4,Stable
L49957,4278,1.7,8.3,48.8,Stable
L49958,4056,1.6,8.4,43.6,Stable
L49959,4236,1.7,8.3,45.1,Stable
M17640,4732,1.9,8.1,51.9,Stable
L49961,6121,2.4,7.6,72.8,Stable
M17642,4827,1.9,8.1,49.7,Stable
M17643,5036,2.0,8.0,50.9,Stable
L49964,4975,2.0,8.0,47.7,Stable
L49965,5195,2.1,7.9,49.8,Stable
M17646,5555,2.2,7.8,54.3,Stable
M17647,5478,2.2,7.8,50.8,Stable
L49968,5217,2.1,7.9,44.2,Stable
H32203,5531,2.2,7.8,47.9,Stable
L49970,5592,2.2,7.8,45.2,Stable
H32205,5802,2.3,7.7,47.2,Stable
L49972,6363,2.5,7.5,52.8,Stable
L49973,6479,2.6,7.4,53.2,Stable
L49974,6481,2.6,7.4,51.8,Stable
M17655,6275,2.5,7.5,46.8,Stable
L49976,6678,2.7,7.3,51.3,Declining
M17657,6486,2.6,7.4,46.6,Declining
L49978,6961,2.8,7.2,52.3,Declining
L49979,6723,2.7,7.3,46.8,Declining
M17660,7005,2.8,7.2,50.0,Declining
M17661,7424,3.0,7.0,54.7,Declining
M17662,7293,2.9,7.1,50.3,Declining
L49983,7096,2.8,7.2,44.8,Declining
L49984,7400,3.0,7.0,48.3,Declining
L49985,7510,3.0,7.0,48.7,Declining
L49986,7408,3.0,7.0,45.5,Declining
M17667,7674,3.1,6.9,48.4,Declining
L49988,7847,3.1,6.9,49.0,Declining
L49989,8191,3.3,6.7,53.3,Declining
L49990,8629,3.5,6.5,59.1,Declining
L49991,8697,3.5,6.5,58.7,Declining
M17672,8091,3.2,6.8,47.1,Declining
L49993,9174,3.7,6.3,62.9,Declining
L49994,8280,3.3,6.7,46.5,Declining
M17675,8718,3.5,6.5,52.3,Declining
L49996,8583,3.4,6.6,47.8,Declining
L49997,8639,3.5,6.5,47.2,Declining
L49998,9353,3.7,6.3,57.6,Declining
L49999,8697,3.5,6.5,45.2,Declining
L50000,8947,3.6,6.4,47.9,Declining
M17681,9003,3.6,6.4,47.3,Declining
L50002,9486,3.8,6.2,53.1,Declining
M17683,9030,3.6,6.4,44.0,Declining
M17684,9421,3.8,6.2,48.3,Declining
L50005,9600,3.8,6.2,49.0,Declining
M17686,9974,4.0,6.0,53.7,Declining
L50007,9709,3.9,6.1,47.1,Declining
M17688,10725,4.3,5.7,62.5,Declining
L50009,10334,4.1,5.9,53.7,Declining
M17690,10022,4.0,6.0,47.0,Declining
M17691,10315,4.1,5.9,49.7,Declining
M17692,10404,4.2,5.8,48.9,Declining
L50013,11219,4.5,5.5,60.2,Declining
L50014,10431,4.2,5.8,45.6,Declining
L50015,10929,4.4,5.6,52.4,Declining
M17696,10791,4.3,5.7,48.6,Declining
L50017,11408,4.6,5.4,56.6,Declining
L50018,11056,4.4,5.6,49.3,Critical
M17699,10914,4.4,5.6,45.4,Critical
H32254,11299,4.5,5.5,49.6,Critical
L50021,11960,4.8,5.2,56.8,Critical
L50022,11330,4.5,5.5,44.8,Critical
L50023,11794,4.7,5.3,51.1,Critical
L50024,12120,4.8,5.2,55.0,Critical
L50025,11706,4.7,5.3,46.6,Critical
L50026,11824,4.7,5.3,47.1,Critical
L50027,12140,4.9,5.1,50.8,Critical
M17708,11962,4.8,5.2,46.4,Critical
L50029,12847,5.1,4.9,58.9,Critical
L50030,12747,5.1,4.9,55.7,Critical
L50031,12241,4.9,5.1,45.8,Critical
M17712,12279,4.9,5.1,44.9,Critical
M17713,12798,5.1,4.9,51.3,Critical
L50034,12795,5.1,4.9,49.0,Critical
L50035,13001,5.2,4.8,50.9,Critical
H32270,12977,5.2,4.8,49.0,Critical
M17717,13316,5.3,4.7,50.9,Critical
L50038,13229,5.3,4.7,47.2,Critical
L50039,13583,5.4,4.6,51.6,Critical
H32274,13501,5.4,4.6,48.8,Critical
L50041,13758,5.5,4.5,49.3,Critical
L50042,14624,5.8,4.2,62.2,Critical
L50043,13922,5.6,4.4,49.0,Critical
H32278,13830,5.5,4.5,46.0,Critical
H32279,3246,1.3,8.7,54.1,Stable
L50046,4219,1.7,8.3,66.6,Stable
H32281,3095,1.2,8.8,46.3,Stable
L50048,3376,1.4,8.6,47.3,Stable
L50049,3668,1.5,8.5,50.6,Stable
M17730,3758,1.5,8.5,50.6,Stable
M17731,3927,1.6,8.4,51.2,Stable
L50052,4350,1.7,8.3,56.0,Stable
H32287,4190,1.7,8.3,51.8,Stable
L50054,4247,1.7,8.3,49.0,Stable
M17735,5149,2.1,7.9,62.6,Stable
M17736,4686,1.9,8.1,52.6,Stable
M17737,4975,2.0,8.0,55.2,Stable
H32292,4804,1.9,8.1,50.1,Stable
M17739,4759,1.9,8.1,45.6,Critical
L50060,5242,2.1,7.9,51.4,Stable
M17741,5426,2.2,7.8,52.9,Stable
L50062,5753,2.3,7.7,56.1,Stable
L50063,5349,2.1,7.9,47.9,Stable
L50064,5383,2.2,7.8,47.0,Stable
M17745,5295,2.1,7.9,44.0,Stable
H32300,6060,2.4,7.6,54.5,Stable
M17747,6397,2.6,7.4,56.4,Stable
M17748,5880,2.4,7.6,45.5,Stable
M17749,6331,2.5,7.5,50.8,Stable
L50070,6606,2.6,7.4,53.1,Stable
L50071,6874,2.7,7.3,56.1,Stable
L50072,6258,2.5,7.5,44.3,Declining
M17753,6826,2.7,7.3,52.3,Declining
L50074,7291,2.9,7.1,57.8,Declining
M17755,6861,2.7,7.3,49.1,Declining
M17756,7316,2.9,7.1,54.4,Declining
M17757,7245,2.9,7.1,51.0,Declining
M17758,7420,3.0,7.0,51.7,Declining
L50079,7275,2.9,7.1,47.0,Declining
L50080,7693,3.1,6.9,52.5,Declining
L50081,7485,3.0,7.0,47.5,Declining
M17762,7807,3.1,6.9,51.4,Declining
M17763,8326,3.3,6.7,57.8,Declining
L50084,9987,4.0,6.0,83.2,Declining
L50085,8189,3.3,6.7,51.7,Declining
L50086,7993,3.2,6.8,47.0,Declining
M17767,8427,3.4,6.6,52.7,Declining
L50088,7902,3.2,6.8,41.7,Declining
L50089,8490,3.4,6.6,50.0,Declining
L50090,8732,3.5,6.5,52.5,Declining
M17771,8374,3.3,6.7,45.1,Declining
L50092,9127,3.7,6.3,55.4,Declining
L50093,8977,3.6,6.4,51.4,Declining
H32328,9761,3.9,6.1,62.9,Declining
L50095,8720,3.5,6.5,41.8,Declining
L50096,9122,3.6,6.4,47.0,Declining
L50097,9422,3.8,6.2,50.5,Declining
M17778,9464,3.8,6.2,49.7,Declining
L50099,10067,4.0,6.0,57.5,Declining
L50100,9901,4.0,6.0,53.3,Declining
L50101,10109,4.0,6.0,55.2,Declining
L50102,9847,3.9,6.1,49.4,Declining
M17783,9769,3.9,6.1,46.6,Declining
L50104,10032,4.0,6.0,48.7,Declining
M17785,9976,4.0,6.0,46.3,Declining
L50106,10349,4.1,5.9,50.2,Declining
M17787,10267,4.1,5.9,47.4,Declining
M17788,10076,4.0,6.0,41.9,Declining
M17789,10659,4.3,5.7,49.4,Declining
H32344,10636,4.3,5.7,46.8,Declining
L50111,10801,4.3,5.7,45.8,Declining
L50112,11065,4.4,5.6,48.7,Critical
M17793,11737,4.7,5.3,58.4,Critical
M17794,11462,4.6,5.4,51.5,Critical
M17795,11865,4.7,5.3,56.0,Critical
M17796,11428,4.6,5.4,46.5,Critical
L50117,12395,5.0,5.0,60.3,Critical
L50118,11823,4.7,5.3,49.3,Critical
L50119,11817,4.7,5.3,47.7,Critical
L50120,13755,5.5,4.5,78.5,Critical
M17801,13127,5.3,4.7,66.5,Critical
L50122,2922,1.2,8.8,48.7,Stable
H32357,4104,1.6,8.4,66.9,Stable
L50124,3325,1.3,8.7,50.2,Stable
H32359,4255,1.7,8.3,64.2,Stable
M17806,3874,1.5,8.5,54.1,Stable
L50127,3949,1.6,8.4,53.1,Stable
L50128,4555,1.8,8.2,61.7,Stable
M17809,3885,1.6,8.4,49.0,Stable
M17810,3970,1.6,8.4,48.2,Stable
L50131,4585,1.8,8.2,56.2,Stable
H32366,4639,1.9,8.1,55.6,Stable
L50133,4686,1.9,8.1,52.6,Stable
H32368,5002,2.0,8.0,56.4,Stable
M17815,4723,1.9,8.1,48.0,Stable
M17816,4788,1.9,8.1,46.8,Stable
L50137,5111,2.0,8.0,49.9,Stable
M17818,5167,2.1,7.9,49.4,Stable
M17819,5518,2.2,7.8,53.0,Stable
L50140,5409,2.2,7.8,48.9,Stable
L50141,5873,2.3,7.7,55.1,Stable
L50142,5671,2.3,7.7,50.3,Stable
M17823,5623,2.2,7.8,48.0,Stable
L50144,6264,2.5,7.5,56.4,Stable
M17825,6646,2.7,7.3,61.3,Stable
L50146,6307,2.5,7.5,53.4,Stable
L50147,5933,2.4,7.6,45.6,Stable
M17828,5909,2.4,7.6,43.7,Stable
L50149,6356,2.5,7.5,48.9,Stable
M17830,6414,2.6,7.4,48.4,Stable
M17831,6431,2.6,7.4,46.4,Declining
M17832,6644,2.7,7.3,47.7,Declining
M17833,6935,2.8,7.2,50.3,Declining
M17834,7092,2.8,7.2,50.7,Declining
H32389,6905,2.8,7.2,45.3,Declining
M17836,8172,3.3,6.7,62.7,Declining
L50157,7371,2.9,7.1,47.1,Declining
H32392,7919,3.2,6.8,54.7,Declining
L50159,7944,3.2,6.8,51.4,Declining
L50160,7844,3.1,6.9,48.2,Declining
H32395,8100,3.2,6.8,51.0,Declining
L50162,8855,3.5,6.5,59.8,Declining
L50163,7935,3.2,6.8,43.0,Declining
L50164,8723,3.5,6.5,54.6,Declining
L50165,8727,3.5,6.5,53.2,Declining
L50166,8535,3.4,6.6,48.5,Declining
M17847,9033,3.6,6.4,55.3,Declining
M17848,8914,3.6,6.4,51.1,Declining
L50169,8989,3.6,6.4,50.1,Declining
L50170,9451,3.8,6.2,56.3,Declining
M17851,8847,3.5,6.5,44.7,Declining
M17852,9670,3.9,6.1,56.2,Declining
M17853,9175,3.7,6.3,45.7,Declining
L50174,9492,3.8,6.2,48.7,Declining
L50175,9760,3.9,6.1,51.7,Declining
M17856,9766,3.9,6.1,50.3,Declining
L50177,9575,3.8,6.2,44.8,Declining
L50178,10207,4.1,5.9,53.9,Declining
L50179,9855,3.9,6.1,46.5,Declining
H32414,9803,3.9,6.1,44.1,Critical
L50181,10270,4.1,5.9,48.2,Declining
M17862,10580,4.2,5.8,51.8,Declining
M17863,10503,4.2,5.8,48.3,Declining
M17864,10672,4.3,5.7,48.9,Declining
L50185,10881,4.4,5.6,50.1,Declining
L50186,10941,4.4,5.6,49.6,Declining
L50187,10683,4.3,5.7,43.8,Declining
M17868,11239,4.5,5.5,51.6,Critical
M17869,11212,4.5,5.5,48.9,Critical
L50190,11489,4.6,5.4,51.2,Critical
M17871,11373,4.5,5.5,47.8,Critical
L50192,11504,4.6,5.4,47.7,Critical
L50193,11510,4.6,5.4,46.3,Critical
L50194,11980,4.8,5.2,52.7,Critical
L50195,12088,4.8,5.2,53.0,Critical
L50196,11882,4.8,5.2,48.0,Critical
L50197,11700,4.7,5.3,43.5,Critical
M17878,12312,4.9,5.1,52.2,Critical
L50199,12073,4.8,5.2,46.0,Critical
L50200,12491,5.0,5.0,51.4,Critical
L50201,12337,4.9,5.1,47.4,Critical
L50202,13105,5.2,4.8,58.7,Critical
L50203,13097,5.2,4.8,57.0,Critical
L50204,12695,5.1,4.9,48.8,Critical
L50205,12587,5.0,5.0,45.5,Critical
M17886,13721,5.5,4.5,62.9,Critical
L50207,3554,1.4,8.6,59.2,Stable
L50208,2848,1.1,8.9,46.0,Stable
L50209,3230,1.3,8.7,50.8,Stable
M17890,3396,1.4,8.6,52.1,Stable
M17891,3183,1.3,8.7,46.3,Stable
M17892,3434,1.4,8.6,48.2,Stable
M17893,4543,1.8,8.2,64.5,Stable
H32448,3750,1.5,8.5,49.0,Stable
M17895,3891,1.6,8.4,47.6,Stable
L50216,3808,1.5,8.5,44.0,Stable
L50217,5034,2.0,8.0,62.9,Stable
L50218,4048,1.6,8.4,45.0,Stable
M17899,4770,1.9,8.1,55.5,Stable
L50220,4523,1.8,8.2,49.1,Stable
L50221,4751,1.9,8.1,51.4,Stable
M17902,4673,1.9,8.1,48.6,Stable
L50223,4992,2.0,8.0,51.7,Stable
L50224,5942,2.4,7.6,66.0,Stable
L50225,5122,2.0,8.0,50.9,Stable
M17906,5162,2.1,7.9,50.0,Stable
L50227,5411,2.2,7.8,51.9,Stable
L50228,5449,2.2,7.8,51.1,Stable
L50229,5127,2.1,7.9,44.2,Stable
L50230,5427,2.2,7.8,47.7,Stable
L50231,5387,2.2,7.8,45.5,Stable
L50232,5587,2.2,7.8,47.4,Stable
H32467,5847,2.3,7.7,50.2,Stable
H32468,5744,2.3,7.7,44.7,Stable
L50235,6139,2.5,7.5,47.6,Stable
L50236,6709,2.7,7.3,55.6,Stable
L50237,6265,2.5,7.5,46.7,Stable
L50238,6973,2.8,7.2,57.0,Stable
M17919,6381,2.6,7.4,45.6,Declining
L50240,7544,3.0,7.0,62.7,Declining
L50241,6576,2.6,7.4,45.1,Declining
L50242,7066,2.8,7.2,51.8,Declining
L50243,6912,2.8,7.2,47.7,Declining
M17924,7602,3.0,7.0,57.7,Declining
M17925,7649,3.1,6.9,56.2,Declining
M17926,7324,2.9,7.1,48.6,Declining
L50247,7611,3.0,7.0,51.1,Declining
H32482,7879,3.2,6.8,54.1,Declining
L50249,8442,3.4,6.6,59.7,Declining
L50250,8212,3.3,6.7,54.4,Declining
L50251,9388,3.8,6.2,72.5,Declining
L50252,7758,3.1,6.9,43.8,Declining
L50253,8176,3.3,6.7,49.3,Declining
L50254,8876,3.6,6.4,59.4,Declining
M17935,8170,3.3,6.7,46.2,Declining
L50256,8423,3.4,6.6,48.1,Declining
L50257,9307,3.7,6.3,61.4,Declining
M17938,8413,3.4,6.6,45.0,Declining
L50259,8530,3.4,6.6,44.7,Declining
M17940,9018,3.6,6.4,51.3,Declining
M17941,9939,4.0,6.0,64.4,Declining
M17942,9024,3.6,6.4,46.9,Declining
L50263,9769,3.9,6.1,57.1,Declining
H32498,9093,3.6,6.4,44.3,Declining
L50265,9542,3.8,6.2,48.0,Declining
L50266,9970,4.0,6.0,53.7,Declining
M17947,9788,3.9,6.1,49.1,Declining
M17948,10223,4.1,5.9,54.1,Declining
H32503,10150,4.1,5.9,50.7,Declining
H32504,10231,4.1,5.9,48.3,Declining
L50271,10676,4.3,5.7,51.9,Declining
M17952,12236,4.9,5.1,76.4,Declining
L50273,10579,4.2,5.8,46.6,Declining
L50274,11819,4.7,5.3,65.7,Declining
M17955,11113,4.4,5.6,52.5,Declining
L50276,11220,4.5,5.5,52.0,Critical
M17957,10896,4.4,5.6,45.1,Critical
M17958,11103,4.4,5.6,46.3,Critical
M17959,11486,4.6,5.4,50.4,Critical
L50280,11751,4.7,5.3,52.6,Critical
H32515,11619,4.6,5.4,48.9,Critical
L50282,11734,4.7,5.3,47.1,Critical
L50283,12336,4.9,5.1,55.6,Critical
M17964,12446,5.0,5.0,55.9,Critical
L50285,12449,5.0,5.0,53.7,Critical
L50286,12285,4.9,5.1,49.5,Critical
M17967,12317,4.9,5.1,48.5,Critical
L50288,12548,5.0,5.0,50.1,Critical
L50289,12612,5.0,5.0,49.7,Critical
H32524,3050,1.2,8.8,50.8,Stable
L50291,3743,1.5,8.5,58.6,Stable
M17972,3025,1.2,8.8,45.2,Stable
M17973,3140,1.3,8.7,44.8,Stable
M17974,3951,1.6,8.4,56.1,Stable
L50295,4036,1.6,8.4,55.3,Stable
L50296,3942,1.6,8.4,52.2,Stable
M17977,3838,1.5,8.5,49.0,Stable
M17978,3951,1.6,8.4,48.6,Stable
L50299,4886,2.0,8.0,61.9,Stable
H32534,4386,1.8,8.2,52.1,Stable
L50301,5767,2.3,7.7,71.4,Stable
L50302,4521,1.8,8.2,49.1,Stable
H32537,4661,1.9,8.1,49.9,Stable
L50304,5026,2.0,8.0,52.3,Stable
L50305,5368,2.1,7.9,56.5,Stable
L50306,5068,2.0,8.0,50.0,Stable
L50307,5594,2.2,7.8,57.2,Stable
M17988,5174,2.1,7.9,48.7,Stable
L50309,5669,2.3,7.7,54.7,Stable
L50310,5995,2.4,7.6,58.7,Stable
L50311,5885,2.4,7.6,55.3,Stable
L50312,5769,2.3,7.7,51.9,Stable
H32547,5629,2.3,7.7,48.1,Stable
L50314,5688,2.3,7.7,45.3,Stable
L50315,5744,2.3,7.7,44.7,Stable
L50316,6020,2.4,7.6,47.8,Stable
L50317,6374,2.5,7.5,52.2,Stable
L50318,6082,2.4,7.6,45.9,Stable
H32553,6446,2.6,7.4,50.4,Stable
H32554,8771,3.5,6.5,85.4,Critical
L50321,6912,2.8,7.2,50.7,Declining
L50322,7276,2.9,7.1,55.3,Declining
H32557,6888,2.8,7.2,47.3,Declining
M18004,7231,2.9,7.1,49.3,Declining
M18005,7240,2.9,7.1,47.2,Declining
M18006,8105,3.2,6.8,59.3,Declining
M18007,7560,3.0,7.0,48.0,Declining
H32562,7711,3.1,6.9,48.3,Declining
H32563,8040,3.2,6.8,50.0,Declining
L50330,8291,3.3,6.7,50.4,Declining
L50331,8211,3.3,6.7,47.6,Declining
M18012,8391,3.4,6.6,49.1,Declining
M18013,8546,3.4,6.6,49.4,Declining
L50334,8783,3.5,6.5,51.1,Declining
L50335,8539,3.4,6.6,45.6,Declining
L50336,8829,3.5,6.5,48.9,Declining
M18017,8961,3.6,6.4,49.6,Declining
L50338,9478,3.8,6.2,56.0,Declining
H32573,9028,3.6,6.4,47.0,Declining
M18020,9169,3.7,6.3,45.6,Declining
L50341,9198,3.7,6.3,43.8,Declining
L50342,9620,3.8,6.2,49.3,Declining
L50343,9848,3.9,6.1,51.6,Declining
L50344,10210,4.1,5.9,56.2,Declining
L50345,10002,4.0,6.0,51.2,Declining
M18026,10098,4.0,6.0,51.3,Declining
L50347,9923,4.0,6.0,46.1,Declining
M18028,10473,4.2,5.8,53.8,Declining
M18029,10730,4.3,5.7,55.8,Declining
M18030,10885,4.4,5.6,56.2,Declining
L50351,10422,4.2,5.8,46.2,Declining
M18032,10716,4.3,5.7,49.6,Declining
L50353,11123,4.4,5.6,54.1,Declining
L50354,11165,4.5,5.5,53.3,Declining
L50355,10991,4.4,5.6,48.9,Declining
L50356,11015,4.4,5.6,47.8,Critical
M18037,11363,4.5,5.5,52.1,Critical
M18038,11028,4.4,5.6,44.3,Critical
L50359,11645,4.7,5.3,52.3,Critical
M18040,11461,4.6,5.4,47.8,Critical
L50361,11784,4.7,5.3,50.9,Critical
M18042,11706,4.7,5.3,48.1,Critical
L50363,12187,4.9,5.1,53.9,Critical
L50364,12353,4.9,5.1,55.1,Critical
L50365,12505,5.0,5.0,56.2,Critical
M18046,12137,4.9,5.1,48.5,Critical
M18047,12864,5.1,4.9,58.4,Critical
M18048,12371,4.9,5.1,47.9,Critical
L50369,12732,5.1,4.9,51.7,Critical
L50370,12918,5.2,4.8,53.3,Critical
M18051,13274,5.3,4.7,57.7,Critical
M18052,12781,5.1,4.9,47.3,Critical
L50373,2802,1.1,8.9,46.7,Stable
L50374,2998,1.2,8.8,48.5,Stable
M18055,3450,1.4,8.6,54.5,Stable
L50376,3293,1.3,8.7,49.6,Stable
L50377,3335,1.3,8.7,48.8,Stable
M18058,3421,1.4,8.6,48.8,Stable
H32613,3750,1.5,8.5,52.0,Stable
M18060,3763,1.5,8.5,48.5,Stable
L50381,3948,1.6,8.4,49.3,Stable
L50382,3940,1.6,8.4,47.7,Stable
M18063,4236,1.7,8.3,51.1,Stable
L50384,4113,1.6,8.4,46.8,Stable
M18065,4491,1.8,8.2,51.6,Stable
M18066,4754,1.9,8.1,53.7,Stable
M18067,4949,2.0,8.0,54.7,Stable
M18068,4612,1.8,8.2,46.9,Stable
L50389,5109,2.0,8.0,52.9,Stable
M18070,4753,1.9,8.1,45.5,Stable
L50391,5084,2.0,8.0,48.7,Stable
L50392,5548,2.2,7.8,55.0,Stable
L50393,5844,2.3,7.7,58.4,Stable
H32628,5222,2.1,7.9,46.5,Stable
M18075,7013,2.8,7.2,72.6,Stable
L50396,6096,2.4,7.6,55.1,Stable
L50397,6930,2.8,7.2,67.5,Stable
L50398,5822,2.3,7.7,47.5,Stable
M18079,6066,2.4,7.6,50.1,Stable
M18080,6245,2.5,7.5,50.8,Stable
L50401,6176,2.5,7.5,47.4,Stable
M18082,6290,2.5,7.5,47.8,Stable
H32637,6545,2.6,7.4,49.8,Stable
M18084,6894,2.8,7.2,51.9,Declining
L50405,6863,2.7,7.3,49.1,Declining
L50406,6935,2.8,7.2,48.8,Declining
M18087,7273,2.9,7.1,53.0,Declining
L50408,7180,2.9,7.1,49.2,Declining
L50409,7204,2.9,7.1,48.1,Declining
L50410,7522,3.0,7.0,51.9,Declining
L50411,7350,2.9,7.1,47.5,Declining
L50412,7750,3.1,6.9,52.7,Declining
H32647,7628,3.1,6.9,49.1,Declining
L50414,7883,3.2,6.8,49.6,Declining
L50415,8887,3.6,6.4,64.9,Declining
M18096,7769,3.1,6.9,44.7,Critical
M18097,8736,3.5,6.5,58.6,Declining
M18098,8803,3.5,6.5,57.5,Declining
L50419,8350,3.3,6.7,47.7,Declining
L50420,8804,3.5,6.5,53.7,Declining
H32655,8608,3.4,6.6,49.0,Declining
L50422,8663,3.5,6.5,46.1,Declining
L50423,9433,3.8,6.2,57.5,Declining
M18104,8869,3.5,6.5,46.6,Declining
M18105,9386,3.8,6.2,52.9,Declining
L50426,9281,3.7,6.3,48.9,Declining
M18107,9623,3.8,6.2,53.1,Declining
M18108,9592,3.8,6.2,50.4,Declining
L50429,9691,3.9,6.1,49.8,Declining
H32664,10213,4.1,5.9,57.0,Declining
L50431,10022,4.0,6.0,50.0,Declining
L50432,10446,4.2,5.8,55.6,Declining
L50433,10204,4.1,5.9,50.1,Declining
M18114,9866,3.9,6.1,42.9,Declining
L50435,10407,4.2,5.8,49.7,Declining
L50436,10553,4.2,5.8,50.6,Declining
L50437,11573,4.6,5.4,66.1,Declining
L50438,10981,4.4,5.6,54.8,Declining
M18119,11035,4.4,5.6,54.2,Declining
M18120,12056,4.8,5.2,68.9,Declining
H32675,10993,4.4,5.6,49.0,Declining
L50442,11396,4.6,5.4,51.9,Critical
L50443,11058,4.4,5.6,44.8,Critical
H32678,11370,4.5,5.5,48.5,Critical
L50445,11395,4.6,5.4,45.2,Critical
L50446,11313,4.5,5.5,42.3,Critical
L50447,11965,4.8,5.2,51.7,Critical
M18128,12005,4.8,5.2,50.8,Critical
M18129,12482,5.0,5.0,56.5,Critical
L50450,13099,5.2,4.8,64.6,Critical
M18131,12693,5.1,4.9,56.3,Critical
M18132,12636,5.1,4.9,53.1,Critical
M18133,12715,5.1,4.9,52.2,Critical
L50454,3330,1.3,8.7,55.5,Stable
H32689,3154,1.3,8.7,51.1,Stable
L50456,3191,1.3,8.7,47.9,Stable
L50457,3467,1.4,8.6,51.0,Stable
L50458,3507,1.4,8.6,50.2,Stable
L50459,3349,1.3,8.7,46.1,Stable
M18140,3587,1.4,8.6,48.5,Stable
M18141,3700,1.5,8.5,48.2,Stable
L50462,3975,1.6,8.4,50.5,Stable
L50463,3933,1.6,8.4,48.3,Stable
H32698,3849,1.5,8.5,45.4,Stable
L50465,4724,1.9,8.1,56.2,Stable
L50466,4676,1.9,8.1,53.9,Stable
M18147,4646,1.9,8.1,51.9,Stable
L50468,4989,2.0,8.0,55.4,Stable
M18149,4345,1.7,8.3,43.2,Stable
L50470,4660,1.9,8.1,46.2,Stable
M18151,4938,2.0,8.0,49.3,Stable
L50472,4915,2.0,8.0,46.7,Stable
M18153,4919,2.0,8.0,45.2,Stable
L50474,5654,2.3,7.7,55.2,Stable
L50475,5422,2.2,7.8,49.9,Stable
M18156,5278,2.1,7.9,46.0,Stable
L50477,5751,2.3,7.7,51.6,Stable
L50478,5743,2.3,7.7,50.0,Stable
L50479,5615,2.2,7.8,46.3,Stable
H32714,6001,2.4,7.6,51.3,Stable
L50481,5880,2.4,7.6,45.5,Stable
L50482,6246,2.5,7.5,50.1,Stable
L50483,6110,2.4,7.6,46.3,Stable
L50484,6414,2.6,7.4,49.9,Stable
M18165,6664,2.7,7.3,52.6,Stable
L50486,6509,2.6,7.4,47.7,Declining
M18167,6861,2.7,7.3,52.1,Declining
L50488,6736,2.7,7.3,47.8,Declining
L50489,6728,2.7,7.3,46.1,Declining
L50490,6742,2.7,7.3,44.9,Declining
L50491,7058,2.8,7.2,48.6,Declining
L50492,7508,3.0,7.0,54.6,Declining
L50493,7794,3.1,6.9,57.9,Declining
L50494,7388,3.0,7.0,49.6,Declining
M18175,7484,3.0,7.0,49.7,Declining
M18176,7069,2.8,7.2,40.6,Declining
L50497,8042,3.2,6.8,54.5,Declining
L50498,7732,3.1,6.9,47.9,Declining
L50499,8328,3.3,6.7,56.3,Declining
L50500,9618,3.8,6.2,76.3,Declining
L50501,8174,3.3,6.7,50.7,Declining
L50502,7922,3.2,6.8,45.0,Declining
